n,q6a-ang
-6.283185307179586,-6.123233995736766e-16
-6.156252270670907,-0.3173325912716975
-6.029319234162229,-0.6346651825433927
-5.90238619765355,-0.9519977738150911
-5.775453161144872,-1.2693303650867847
-5.648520124636193,-1.5866629563584833
-5.521587088127515,-1.9039955476301784
-5.394654051618836,-2.221328138901875
-5.267721015110158,-2.5386607301735706
-5.140787978601479,0.28559933214452604
-5.013854942092801,-0.03173325912716911
-4.886921905584122,-0.349065850398866
-4.759988869075444,-0.6663984416705628
-4.6330558325667655,-0.9837310329422597
-4.5061227960580865,-1.3010636242139566
-4.3791897595494085,-1.6183962154856517
-4.25225672304073,-1.9357288067573468
-4.1253236865320515,0.8885312555607494
-3.998390650023373,0.5711986642890526
-3.8714576135146945,0.25386607301735575
-3.744524577006016,-0.0634665182543394
-3.6175915404973376,-0.3807991095260363
-3.490658503988659,-0.6981317007977313
-3.3637254674799806,-1.0154642920694283
-3.2367924309713016,-1.3327968833411252
-3.109859394462623,1.4914631789769712
-2.9829263579539447,1.1741305877052752
-2.855993321445266,0.8567979964335792
-2.7290602849365877,0.5394654051618823
-2.602127248427909,0.22213281389018633
-2.4751942119192307,-0.09519977738150967
-2.3482611754105522,-0.41253236865320564
-2.2213281389018737,-0.7298649599249016
-2.094395102393195,2.094395102393194
-1.9674620658845168,1.7770625111214986
-1.8405290293758378,1.459729919849801
-1.7135959928671598,1.142397328578106
-1.5866629563584809,0.825064737306409
-1.4597299198498028,0.5077321460347138
-1.332796883341124,0.19039955476301654
-1.2058638468324459,-0.1269330365086786
-1.078930810323767,-0.4442656277803759
-0.9519977738150889,2.379994434537722
-0.82506473730641,2.062661843266025
-0.6981317007977319,1.7453292519943298
-0.571198664289053,1.4279966607226324
-0.4442656277803749,1.1106640694509373
-0.317332591271696,0.79333147817924
-0.19039955476301706,0.47599888690754266
-0.06346651825433902,0.15866629563584755
0.06346651825433991,-0.15866629563584975
0.19039955476301795,-0.4759988869075449
0.3173325912716969,-0.7933314781792422
0.4442656277803749,-1.1106640694509373
0.5711986642890539,-1.4279966607226346
0.6981317007977319,-1.7453292519943298
0.8250647373064108,-2.062661843266027
0.9519977738150889,-2.379994434537722
1.0789308103237678,0.4442656277803737
1.2058638468324459,0.1269330365086786
1.3327968833411248,-0.19039955476301873
1.4597299198498028,-0.5077321460347138
1.5866629563584818,-0.8250647373064112
1.7135959928671598,-1.142397328578106
1.8405290293758387,-1.4597299198498037
1.9674620658845168,-1.7770625111214986
2.0943951023931966,1.047197551196595
2.2213281389018746,0.7298649599248999
2.3482611754105527,0.41253236865320475
2.4751942119192307,0.09519977738150967
2.6021272484279105,-0.22213281389018988
2.7290602849365886,-0.539465405161885
2.8559933214452666,-0.8567979964335801
2.9829263579539447,-1.1741305877052752
3.1098593944626245,-1.4914631789769748
3.2367924309713025,1.3327968833411235
3.3637254674799806,1.0154642920694283
3.4906585039886586,0.6981317007977331
3.6175915404973384,0.38079910952603446
3.7445245770060165,0.0634665182543376
3.8714576135146945,-0.25386607301735575
3.9983906500233743,-0.5711986642890562
4.125323686532052,-0.8885312555607512
4.25225672304073,1.9357288067573468
4.3791897595494085,1.6183962154856517
4.506122796058088,1.301063624213953
4.633055832566766,0.9837310329422562
4.759988869075444,0.6663984416705628
4.886921905584122,0.349065850398866
5.013854942092802,0.03173325912716733
5.14078797860148,-0.28559933214452776
5.267721015110158,2.5386607301735706
5.394654051618836,2.221328138901875
5.521587088127516,1.9039955476301749
5.648520124636194,1.5866629563584815
5.775453161144872,1.2693303650867847
5.902386197653552,0.951997773815086
6.02931923416223,0.6346651825433909
6.156252270670908,0.3173325912716957
6.283185307179586,6.123233995736766e-16
