n,q6a-mag
-6.283185307179586,1.0
-6.156252270670907,0.9766621638251808
-6.029319234162229,0.9085310011259762
-5.90238619765355,0.8010797132216942
-5.775453161144872,0.6628677049432337
-5.648520124636193,0.5047540211591113
-5.521587088127515,0.3389049942335126
-5.394654051618836,0.17769192888612667
-5.267721015110158,0.03258490382123146
-5.140787978601479,0.08685142635220107
-5.013854942092801,0.17376474938984962
-4.886921905584122,0.22454939255564355
-4.759988869075444,0.23905993019433414
-4.6330558325667655,0.22048791568392181
-4.5061227960580865,0.17491886508681165
-4.3791897595494085,0.11061804940651881
-4.25225672304073,0.0371200777902369
-4.1253236865320515,0.03578393976137382
-3.998390650023373,0.09905852407285673
-3.8714576135146945,0.14533315811110153
-3.744524577006016,0.16961798568579062
-3.6175915404973376,0.16975537819340494
-3.490658503988659,0.14656420692863614
-3.3637254674799806,0.10366523473136391
-3.2367924309713016,0.04700867101996109
-3.109859394462623,0.01584466828928485
-2.9829263579539447,0.07661204901349682
-2.855993321445266,0.1272535197388948
-2.7290602849365877,0.1609110572429899
-2.602127248427909,0.17272318749012397
-2.4751942119192307,0.16042878435310826
-2.3482611754105522,0.1246952167030417
-2.2213281389018737,0.06913412167294057
-2.094395102393195,3.889967104115184e-16
-1.9674620658845168,0.0744006551104687
-1.8405290293758378,0.14453214859313931
-1.7135959928671598,0.20060260396259422
-1.5866629563584809,0.23358952065196043
-1.4597299198498028,0.23621394565507609
-1.332796883341124,0.2037635385072683
-1.2058638468324459,0.13467905563679655
-1.078930810323767,0.030841680291795064
-0.9519977738150889,0.10247208294104614
-0.82506473730641,0.2569684486589367
-0.6981317007977319,0.4220148143729926
-0.571198664289053,0.5855561819443563
-0.4442656277803749,0.735183164744656
-0.317332591271696,0.8592497416792133
-0.19039955476301706,0.9479334482808355
-0.06346651825433902,0.9941357845442216
0.06346651825433991,0.9941357845442214
0.19039955476301795,0.9479334482808349
0.3173325912716969,0.8592497416792124
0.4442656277803749,0.735183164744656
0.5711986642890539,0.5855561819443552
0.6981317007977319,0.4220148143729926
0.8250647373064108,0.2569684486589356
0.9519977738150889,0.10247208294104614
1.0789308103237678,0.03084168029179591
1.2058638468324459,0.13467905563679655
1.3327968833411248,0.20376353850726867
1.4597299198498028,0.23621394565507609
1.5866629563584818,0.2335895206519603
1.7135959928671598,0.20060260396259422
1.8405290293758387,0.14453214859313884
1.9674620658845168,0.0744006551104687
2.0943951023931966,6.365833889930488e-16
2.2213281389018746,0.06913412167294103
2.3482611754105527,0.12469521670304194
2.4751942119192307,0.16042878435310826
2.6021272484279105,0.17272318749012397
2.7290602849365886,0.16091105724298976
2.8559933214452666,0.1272535197388946
2.9829263579539447,0.07661204901349682
3.1098593944626245,0.015844668289284256
3.2367924309713025,0.047008671019961666
3.3637254674799806,0.10366523473136391
3.4906585039886586,0.14656420692863598
3.6175915404973384,0.169755378193405
3.7445245770060165,0.16961798568579056
3.8714576135146945,0.14533315811110153
3.9983906500233743,0.09905852407285623
4.125323686532052,0.035783939761373174
4.25225672304073,0.0371200777902369
4.3791897595494085,0.11061804940651881
4.506122796058088,0.17491886508681245
4.633055832566766,0.220487915683922
4.759988869075444,0.23905993019433414
4.886921905584122,0.22454939255564355
5.013854942092802,0.1737647493898489
5.14078797860148,0.08685142635220007
5.267721015110158,0.03258490382123146
5.394654051618836,0.17769192888612667
5.521587088127516,0.33890499423351306
5.648520124636194,0.5047540211591126
5.775453161144872,0.6628677049432337
5.902386197653552,0.8010797132216966
6.02931923416223,0.908531001125976
6.156252270670908,0.976662163825179
6.283185307179586,1.0
